"Reef.ID","Reef.Name","Ocean","Country","State.Province.Island","City.Town","Year","Date","Depth","Organism.Code","S1","S2","S3","S4","Errors.","Average_bleaching","ClimSST","Temperature_Kelvin","Temperature_Mean","Temperature_Minimum","Temperature_Maximum","Temperature_Kelvin_Standard_Deviation","Windspeed","SSTA","SSTA_Standard_Deviation","SSTA_Mean","SSTA_Minimum","SSTA_Maximum","SSTA_Frequency","SSTA_Frequency_Standard_Deviation","SSTA_FrequencyMax","SSTA_FrequencyMean","SSTA_DHW","SSTA_DHW_Standard_Deviation","SSTA_DHWMax","SSTA_DHWMean","TSA","TSA_Standard_Deviation","TSA_Minimum","TSA_Maximum","TSA_Mean","TSA_Frequency","TSA_Frequency_Standard_Deviation","TSA_FrequencyMax","TSA_FrequencyMean","TSA_DHW","TSA_DHW_Standard_Deviation","TSA_DHWMax","TSA_DHWMean","Region","Diversity","rate_of_SST_change","Longitude.Degrees","Latitude.Degrees","UVindex","Sea.surface.height","Salinity","Precipitation","co2","Coral_bleaching"
"102.42.508E.5.57.143N","Sea Bell","Pacific","Malaysia","Terengannu","Perhentian Island","2008","31-May-08",11.5,"Bleaching (% of population)",2,0,0,0,FALSE,0.5,303.35,303.85,302.42,297.66,306.3,1.36,2,0.1,0.93,0,-4.13,3.72,11,6.26,30,6,0,3.65,23.89,2.35,0.08,1.36,-6.1,2.52,-1.34,4,1.82,9,1,0,1.09,8.63,0.39,"ERG049",503,0.015757575,102.7084722,5.952388889,9.335953,0.9002623,34.200977,1421.9218,0.000385063,"Bleached"
"102.42.508E.5.57.143N","Sea Bell","Pacific","Malaysia","Terengannu","Perhentian Island","2008","5-Oct-08",5,"Bleaching (% of population)",0,1,1,0,FALSE,0.5,302.01,301.54,302.42,297.66,306.3,1.36,1,-1.14,0.93,0,-4.13,3.72,4,6.26,30,6,0,3.65,23.89,2.35,-2.23,1.36,-6.1,2.52,-1.34,0,1.82,9,1,0,1.09,8.63,0.39,"ERG049",503,0.015757575,102.7084722,5.952388889,13.098497,0.57176673,34.23606,1281.2352,0.000384824,"Bleached"
"102.43.23.4E.5.55.53.7N","Pulau Perhentian Kecil/D'Lagoon","Pacific","Malaysia","Terengganu","Pulau Perhentian","2003","8-Jun-03",6,"Bleaching (% of population)",1,0,0,1,FALSE,0.5,303.35,303.34,302.42,297.66,306.3,1.36,2,-0.35,0.93,0,-4.13,3.72,2,6.26,30,6,1.12,3.65,23.89,2.35,-0.43,1.36,-6.1,2.52,-1.34,0,1.82,9,1,0,1.09,8.63,0.39,"ERG049",503,0.015757575,102.7231667,5.931583333,8.603539,0.7394625,33.401855,1164.8086,0.00037582,"Bleached"
"102.43.23.4E.5.55.53.7N","Pulau Perhentian Kecil/D'Lagoon","Pacific","Malaysia","Terengganu","Pulau Perhentian","2003","8-Jun-03",10.3,"Bleaching (% of population)",0,1,1,0,FALSE,0.5,303.35,303.34,302.42,297.66,306.3,1.36,2,-0.35,0.93,0,-4.13,3.72,2,6.26,30,6,1.12,3.65,23.89,2.35,-0.43,1.36,-6.1,2.52,-1.34,0,1.82,9,1,0,1.09,8.63,0.39,"ERG049",503,0.015757575,102.7231667,5.931583333,11.828066,0.539018,35.03307,1164.8086,0.00037582,"Bleached"
"102.43.23.4E.5.55.53.7N","Pulau Perhentian Kecil/D'Lagoon","Pacific","Malaysia","Terengganu","Pulau Perhentian","2007","12-Apr-07",6,"Bleaching (% of population)",0,1,0,0,FALSE,0.25,303.77,304.15,302.42,297.66,306.3,1.36,2,0.92,0.93,0,-4.13,3.72,6,6.26,30,6,6.23,3.65,23.89,2.35,0.38,1.36,-6.1,2.52,-1.34,0,1.82,9,1,0,1.09,8.63,0.39,"ERG049",503,0.015757575,102.7231667,5.931583333,11.547915,0.6805842,33.861576,1161.6104,0.000383554,"Bleached"
"102.43.23.4E.5.55.53.7N","Pulau Perhentian Kecil/D'Lagoon","Pacific","Malaysia","Terengganu","Pulau Perhentian","2007","29-Sep-07",6,"Bleaching (% of population)",0,0,0,0,FALSE,0,302.18,302.68,302.42,297.66,306.3,1.36,2,-0.06,0.93,0,-4.13,3.72,12,6.26,30,6,7.48,3.65,23.89,2.35,-1.09,1.36,-6.1,2.52,-1.34,4,1.82,9,1,2.51,1.09,8.63,0.39,"ERG049",503,0.015757575,102.7231667,5.931583333,5.452359,0.6423766,34.25698,1289.3623,0.00038297,"Not Bleached"
"102.43.23.4E.5.55.53.7N","Pulau Perhentian Kecil/D'Lagoon","Pacific","Malaysia","Terengganu","Pulau Perhentian","2008","30-May-08",6,"Bleaching (% of population)",0,0,0,0,FALSE,0,303.35,303.85,302.42,297.66,306.3,1.36,2,0.1,0.93,0,-4.13,3.72,11,6.26,30,6,0,3.65,23.89,2.35,0.08,1.36,-6.1,2.52,-1.34,4,1.82,9,1,0,1.09,8.63,0.39,"ERG049",503,0.015757575,102.7231667,5.931583333,9.899986,0.8185321,33.724014,1234.0905,0.000385063,"Not Bleached"
"102.43.29.1E.5.55.16.7N","Batu Nisan","Pacific","Malaysia","Terengganu","Perhentian Island","2007","12-Apr-07",6,"Bleaching (% of population)",0,1,0,0,FALSE,0.25,303.77,304.15,302.42,297.66,306.3,1.36,2,0.92,0.93,0,-4.13,3.72,6,6.26,30,6,6.23,3.65,23.89,2.35,0.38,1.36,-6.1,2.52,-1.34,0,1.82,9,1,0,1.09,8.63,0.39,"ERG049",503,0.015757575,102.72475,5.921305556,11.547915,0.8208019,34.14191,1161.6104,0.000383554,"Bleached"
"102.43.29.1E.5.55.16.7N","Batu Nisan","Pacific","Malaysia","Terengganu","Perhentian Island","2007","30-Sep-07",6,"Bleaching (% of population)",0,0,0,0,FALSE,0,302.18,302.68,302.42,297.66,306.3,1.36,2,-0.06,0.93,0,-4.13,3.72,12,6.26,30,6,7.48,3.65,23.89,2.35,-1.09,1.36,-6.1,2.52,-1.34,4,1.82,9,1,2.51,1.09,8.63,0.39,"ERG049",503,0.015757575,102.72475,5.921305556,13.444468,0.80145216,34.162582,1408.721,0.00038297,"Not Bleached"
"102.43.29.1E.5.55.16.7N","Batu Nisan","Pacific","Malaysia","Terengganu","Perhentian Island","2008","31-May-08",5.1,"Bleaching (% of population)",0,0,0,0,FALSE,0,303.35,303.85,302.42,297.66,306.3,1.36,2,0.1,0.93,0,-4.13,3.72,11,6.26,30,6,0,3.65,23.89,2.35,0.08,1.36,-6.1,2.52,-1.34,4,1.82,9,1,0,1.09,8.63,0.39,"ERG049",503,0.015757575,102.72475,5.921305556,9.335953,0.7791262,33.358746,1421.9218,0.000385063,"Not Bleached"
"102.44.407E.5.54.208N","Coral View Reef","Pacific","Malaysia","Terengganu","Perhentian","2007","9-Jun-07",5,"Bleaching (% of population)",50,30,30,5,FALSE,28.75,303.19,303.93,302.4,298.01,305.6,1.34,2,0.33,0.92,0,-4.13,3.83,5,6.44,39,7,2.37,3.54,22.04,2.36,0.24,1.34,-5.67,1.9,-1.28,0,2.19,10,1,0,1.29,9.9,0.5,"ERG049",503,0.015757575,102.7401111,5.903472222,11.505789,0.3523798,34.14191,1354.6501,0.00038462,"Bleached"
"102.45.30.3E.5.55.23.7N","Tokong Burung","Pacific","Malaysia","Terengganu","Perhentian Islands","2003","12-May-03",3,"Bleaching (% of population)",1,2,2.5,2.5,FALSE,2,303.66,302.53,302.39,298.17,306.25,1.37,2,-1.15,0.93,0,-4.07,3.81,3,6.14,36,6,2.33,3.77,24.4,2.39,-1.2,1.37,-5.56,2.5,-1.34,0,2.2,12,1,0,1.36,9.67,0.51,"ERG049",503,0.015757575,102.7584167,5.92325,13.610738,0.8177022,34.435963,1432.984,0.000375567,"Bleached"
"102.45.30.3E.5.55.23.7N","Tokong Burung","Pacific","Malaysia","Terengganu","Perhentian Islands","2003","12-May-03",11,"Bleaching (% of population)",2.5,5,1,0,FALSE,2.125,303.66,302.53,302.39,298.17,306.25,1.37,2,-1.15,0.93,0,-4.07,3.81,3,6.14,36,6,2.33,3.77,24.4,2.39,-1.2,1.37,-5.56,2.5,-1.34,0,2.2,12,1,0,1.36,9.67,0.51,"ERG049",503,0.015757575,102.7584167,5.92325,12.278956,0.35636166,34.436184,1432.984,0.000375567,"Bleached"
"102.45.498E.5.55.414N","Tanjung Besi","Pacific","Malaysia","Terengganu","Perhentian","2008","27-Sep-08",5.7,"Bleaching (% of population)",1,0,1,0,TRUE,0.5,302.21,302.6,302.39,298.17,306.25,1.37,2,-0.18,0.93,0,-4.07,3.81,5,6.14,36,6,1.61,3.77,24.4,2.39,-1.14,1.37,-5.56,2.5,-1.34,0,2.2,12,1,0,1.36,9.67,0.51,"ERG049",503,0.015757575,102.7583056,5.923555556,13.069105,0.8341528,33.738796,1103.1466,0.000385464,"Bleached"
"102.59.59.4E.5.44.48.9N","Pulau Pinang Marine Park/Marine Park Centre Jetty","Pacific","Malaysia","Terengganu","Redang Island","2007","21-Apr-07",5.5,"Bleaching (% of population)",0.5,5,0.5,10,FALSE,4,303.61,303.39,302.22,297.7,306.01,1.34,2,0.19,0.89,0,-3.17,3.48,3,6.2,30,6,2.52,3.25,20.55,2.21,-0.22,1.34,-5.9,2.39,-1.38,0,1.74,8,1,0,1.15,8.53,0.38,"ERG049",503,0.015757575,102.9998333,5.746916667,13.350288,-0.020728953,34.985363,1275.0586,0.000383554,"Bleached"
"102.59.59.4E.5.44.48.9N","Pulau Pinang Marine Park/Marine Park Centre Jetty","Pacific","Malaysia","Terengganu","Redang Island","2007","1-Oct-07",5,"Bleaching (% of population)",0,0,0,0,FALSE,0,302.15,302.86,302.22,297.7,306.01,1.34,2,0.24,0.89,0,-3.17,3.48,6,6.2,30,6,2.55,3.25,20.55,2.21,-0.75,1.34,-5.9,2.39,-1.38,1,1.74,8,1,0,1.15,8.53,0.38,"ERG049",503,0.015757575,102.9998333,5.746916667,8.301992,-0.19903468,35.96182,1336.4944,0.000381693,"Not Bleached"
"102.59.59.4E.5.44.48.9N","Pulau Pinang Marine Park/Marine Park Centre Jetty","Pacific","Malaysia","Terengganu","Redang Island","2008","27-Jun-08",5,"Bleaching (% of population)",0,0,0,0,FALSE,0,302.77,300.92,302.22,297.7,306.01,1.34,2,-2.3,0.89,0,-3.17,3.48,8,6.2,30,6,0,3.25,20.55,2.21,-2.69,1.34,-5.9,2.39,-1.38,1,1.74,8,1,0,1.15,8.53,0.38,"ERG049",503,0.015757575,102.9998333,5.746916667,11.423211,-0.17494059,35.640785,1279.5814,0.000385335,"Not Bleached"
"103.0.37.3E.5.49.3.58N","Chagar Hutang East","Pacific","Malaysia","Terengganu","Redang Island","2008","27-Jun-08",10,"Bleaching (% of population)",0,0,0,0,FALSE,0,302.87,301.54,302.27,297.48,305.91,1.41,2,-1.8,0.93,0,-3.24,3.01,9,6.29,31,6,1.44,3.46,21.55,2.44,-2.2,1.41,-6.25,2.16,-1.46,0,2.04,10,1,0,1.32,11.77,0.43,"ERG049",503,0.01580808,103.0103611,5.817661111,11.462788,0.69603616,34.09261,1279.5814,0.000385335,"Not Bleached"
"103.01.41E.5.45.44N","Redang Kalong House Reef","Pacific","Malaysia","Terengganu","Pulau Redang","2003","25-Sep-03",5,"Bleaching (% of population)",0,0,0,0,FALSE,0,262.15,301.9,302.25625,297.7675,305.8875,1.36875,2,-0.74,0.9125,0,-3.4075,3.5975,3.625,6.22375,31,6.25,0,3.3475,20.425,2.32125,-1.76375,1.36875,-5.89,2.21625,-1.39875,0.375,1.95625,9.5,1,0,1.2325,9.90875,0.41875,"ERG049",503,0.01580808,103.0280556,5.762222222,7.806216,0.88505685,34.027664,1428.7645,0.000377947,"Not Bleached"
"103.01.41E.5.45.44N","Redang Kalong House Reef","Pacific","Malaysia","Terengganu","Pulau Redang","2003","25-Sep-03",10,"Bleaching (% of population)",0,0,0,0,FALSE,0,262.15,301.9,302.25625,297.7675,305.8875,1.36875,2,-0.74,0.9125,0,-3.4075,3.5975,3.625,6.22375,31,6.25,0,3.3475,20.425,2.32125,-1.76375,1.36875,-5.89,2.21625,-1.39875,0.375,1.95625,9.5,1,0,1.2325,9.90875,0.41875,"ERG049",503,0.01580808,103.0280556,5.762222222,7.5027437,0.88505685,34.027664,1428.7645,0.000377947,"Not Bleached"
"103.01.56.8E.05.45.59.3N","Pertigi Bay, Redang Island","Pacific","Malaysia","Terengganu","Kula Terengannu","2004","25-Sep-04",3,"Bleaching (% of population)",0,0,5,0,FALSE,1.25,302.31,301.98,302.22,297.63,305.7,1.4,1,-0.64,0.94,0,-3.29,4.27,0,6.05,31,7,0,3.42,22.11,2.48,-1.68,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0324444,5.766472222,12.115764,0.9204012,34.063923,1308.9617,0.000377315,"Bleached"
"103.01.59.9E.05.46.28.1N","Tg Tengah Southside, Pasir Panjang, Redang Island","Pacific","Malaysia","Terengganu","Kula Terengannu","2004","23-Sep-04",3.2,"Bleaching (% of population)",0,0,0,0,FALSE,0,302.31,301.98,302.22,297.63,305.7,1.4,1,-0.64,0.94,0,-3.29,4.27,0,6.05,31,7,0,3.42,22.11,2.48,-1.68,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0333056,5.774472222,10.009171,0.9116356,34.063923,1363.394,0.000377315,"Not Bleached"
"103.02.0.9E.5.46.33N","Coral Resort House Reef, Redang Island","Pacific","Malaysia","Terengganu","Kula Terengannu","2004","23-Sep-04",3,"Bleaching (% of population)",0,2,1,0,FALSE,0.75,302.31,301.98,302.22,297.63,305.7,1.4,1,-0.64,0.94,0,-3.29,4.27,0,6.05,31,7,0,3.42,22.11,2.48,-1.68,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0335833,5.775833333,11.697351,0.9116356,34.063923,1363.394,0.000377315,"Bleached"
"103.02.02E.5.46.38N","Coral Redang House Reef North","Pacific","Malaysia","Terengganu","Kuala Terengganu","2003","18-Oct-03",6,"Bleaching (% of population)",0,0,0,0,FALSE,0,301.79,300.69,302.22,297.63,305.7,1.4,3,-1.75,0.94,0,-3.29,4.27,7,6.05,31,7,0,3.42,22.11,2.48,-2.97,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0338889,5.777222222,10.752904,0.8831871,33.996662,1351.3038,0.000375745,"Not Bleached"
"103.02.04E.5.46.10N","Mini Mount","Pacific","Malaysia","Terengganu","Kuala Terengganu","2003","16-Oct-03",12,"Bleaching (% of population)",1,1,1,1,FALSE,1,301.79,300.69,302.22,297.63,305.7,1.4,3,-1.75,0.94,0,-3.29,4.27,7,6.05,31,7,0,3.42,22.11,2.48,-2.97,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0344444,5.769444444,10.011196,0.863073,33.996662,1396.8093,0.000375745,"Bleached"
"103.02.08E.5.46.07N","Pulau Paku Kecil","Pacific","Malaysia","Terengganu","Kuala Terengganu","2003","17-Oct-03",12,"Bleaching (% of population)",0,0,0,0,FALSE,0,301.79,300.69,302.22,297.63,305.7,1.4,3,-1.75,0.94,0,-3.29,4.27,7,6.05,31,7,0,3.42,22.11,2.48,-2.97,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0355556,5.768611111,12.967594,0.88864857,33.996662,1353.9047,0.000375745,"Not Bleached"
"103.02.08E.5.46.58N","Pelangi House Reef South","Pacific","Malaysia","Terengganu","Kuala Terengganu","2003","18-Oct-03",7,"Bleaching (% of population)",0,0,0,0,FALSE,0,301.79,300.69,302.22,297.63,305.7,1.4,3,-1.75,0.94,0,-3.29,4.27,7,6.05,31,7,0,3.42,22.11,2.48,-2.97,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0355556,5.782777778,13.703483,0.8831871,33.996662,1351.3038,0.000375745,"Not Bleached"
"103.03.08E.5.46.04N","Pulau Lima, Southern Tip","Pacific","Malaysia","Terengganu","Kuala Terengganu","2003","18-Oct-03",10,"Bleaching (% of population)",5,0,0,2,FALSE,1.75,301.79,300.69,302.22,297.63,305.7,1.4,3,-1.75,0.94,0,-3.29,4.27,7,6.05,31,7,0,3.42,22.11,2.48,-2.97,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0522222,5.767777778,9.1587,0.8831871,33.996662,1351.3038,0.000375745,"Bleached"
"103.03.08E.5.46.04N","Pulau Lima, Southern Tip","Pacific","Malaysia","Terengganu","Kuala Terengganu","2003","18-Oct-03",12,"Bleaching (% of population)",0,0,0,0,FALSE,0,301.79,300.69,302.22,297.63,305.7,1.4,3,-1.75,0.94,0,-3.29,4.27,7,6.05,31,7,0,3.42,22.11,2.48,-2.97,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0522222,5.767777778,11.722078,0.8831871,33.996662,1351.3038,0.000375745,"Not Bleached"
"103.03.33E.5.46.26N","Black Coral Garden","Pacific","Malaysia","Terengganu","Pulau Redang","2003","25-Sep-03",6,"Bleaching (% of population)",0,0,0,0,FALSE,0,302.31,302.23,302.22,297.63,305.7,1.4,2,-0.39,0.94,0,-3.29,4.27,7,6.05,31,7,0,3.42,22.11,2.48,-1.43,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0591667,5.773888889,13.569136,0.88505685,34.027664,1428.7645,0.000377947,"Not Bleached"
"103.03.33E.5.46.26N","Black Coral Garden","Pacific","Malaysia","Terengganu","Pulau Redang","2003","25-Sep-03",12,"Bleaching (% of population)",0,0,0,0,FALSE,0,302.31,302.23,302.22,297.63,305.7,1.4,2,-0.39,0.94,0,-3.29,4.27,7,6.05,31,7,0,3.42,22.11,2.48,-1.43,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0591667,5.773888889,11.955411,0.88505685,34.027664,1428.7645,0.000377947,"Not Bleached"
"103.10.93.3E.10.50.20.1N","Koh Mano (channel)","Indian","Cambodia","Koh Kong","","2003","22-Feb-03",2,"Bleaching (% of population)",0,0,0,0,FALSE,0,302.93,301.6,302.36,299.17,307.54,1.2,3,-0.31,0.97,0,-3.31,4.21,2,6.92,31,8,2.28,4.11,19.88,2.75,-2.09,1.2,-4.51,3.84,-1.32,0,2.05,9,1,0,1.69,14.56,0.59,"ERG050",417,0.020555555,103.1822222,10.83891667,9.125172,0.97169447,34.216026,1103.0247,0.000374484,"Not Bleached"
"103.17.41.57E.10.37.23.01N","Fishing Bay","Pacific","Cambodia","Sihanoukville","Koh Rong Saloem","2009","26-Jul-09",3,"Bleaching (% of population)",0,0,0,0,FALSE,0,301.73,302,302.23,298.73,307.01,1.21,6,0.23,0.98,0,-3.02,3.78,4,7.25,33,8,0,4.36,24.93,2.86,-1.63,1.21,-4.9,3.37,-1.39,0,2.14,9,1,0,1.7,14.59,0.5,"ERG050",417,0.020555555,103.2948889,10.62305556,11.821895,0.70697826,33.59478,1377.5715,0.000385241,"Not Bleached"
"103.2.20.5E.5.46.18.1N","Pulau Paku Kecil SW","Pacific","Malaysia","Terengganu","Redang Island","2007","20-Apr-07",10,"Bleaching (% of population)",2,1,5,2,FALSE,2.5,303.66,303.3,302.22,297.63,305.7,1.4,2,0.03,0.94,0,-3.29,4.27,4,6.05,31,7,4.28,3.42,22.11,2.48,-0.36,1.4,-6.02,2.03,-1.43,1,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0390278,5.771694444,12.937787,0.7721734,34.25036,1178.5596,0.000383554,"Bleached"
"103.2.20.5E.5.46.18.1N","Pulau Paku Kecil SW","Pacific","Malaysia","Terengganu","Redang Island","2007","1-Oct-07",11,"Bleaching (% of population)",0,0,0,0,FALSE,0,302.16,302.49,302.22,297.63,305.7,1.4,2,-0.12,0.94,0,-3.29,4.27,10,6.05,31,7,4.22,3.42,22.11,2.48,-1.17,1.4,-6.02,2.03,-1.43,4,1.98,8,1,1.07,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0390278,5.771694444,7.317969,0.7400534,33.94082,1336.4944,0.000381693,"Not Bleached"
"103.2.20.5E.5.46.18.1N","Pulau Paku Kecil SW","Pacific","Malaysia","Terengganu","Redang Island","2008","30-Mar-08",8,"Bleaching (% of population)",0,0,0,0,FALSE,0,303.54,303.27,302.22,297.63,305.7,1.4,2,0.76,0.94,0,-3.29,4.27,10,6.05,31,7,4.43,3.42,22.11,2.48,-0.39,1.4,-6.02,2.03,-1.43,4,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0390278,5.771694444,14.346939,0.7170397,34.11597,979.4073,0.000384215,"Not Bleached"
"103.2.20.5E.5.46.18.1N","Pulau Paku Kecil SW","Pacific","Malaysia","Terengganu","Redang Island","2008","20-Jun-08",11,"Bleaching (% of population)",0,0,0,0,FALSE,0,302.8,303.17,302.22,297.63,305.7,1.4,3,-0.17,0.94,0,-3.29,4.27,11,6.05,31,7,3.83,3.42,22.11,2.48,-0.49,1.4,-6.02,2.03,-1.43,3,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0390278,5.771694444,11.191616,0.69491935,34.09261,1272.8429,0.000385335,"Not Bleached"
"103.3.32.8E.5.46.18.1N","Pulau Lima Southern Tip","Pacific","Malaysia","Terengganu","Redang Island","2007","21-Apr-07",10,"Bleaching (% of population)",2,10,10,0,FALSE,5.5,303.66,303.3,302.22,297.63,305.7,1.4,2,0.03,0.94,0,-3.29,4.27,4,6.05,31,7,4.28,3.42,22.11,2.48,-0.36,1.4,-6.02,2.03,-1.43,1,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0591111,5.771694444,14.842231,0.80800056,34.25036,1275.0586,0.000383554,"Bleached"
"103.3.32.8E.5.46.18.1N","Pulau Lima Southern Tip","Pacific","Malaysia","Terengganu","Redang Island","2007","1-Oct-07",10,"Bleaching (% of population)",0,0,0,0,TRUE,0,302.16,302.49,302.22,297.63,305.7,1.4,2,-0.12,0.94,0,-3.29,4.27,10,6.05,31,7,4.22,3.42,22.11,2.48,-1.17,1.4,-6.02,2.03,-1.43,4,1.98,8,1,1.07,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0591111,5.771694444,7.317969,0.7400534,33.94082,1336.4944,0.000381693,"Not Bleached"
"103.3.32.8E.5.46.18.1N","Pulau Lima Southern Tip","Pacific","Malaysia","Terengganu","Redang Island","2008","28-Jun-08",5.5,"Bleaching (% of population)",0,0,0,0,FALSE,0,302.74,301.76,302.22,297.63,305.7,1.4,2,-1.46,0.94,0,-3.29,4.27,10,6.05,31,7,3.83,3.42,22.11,2.48,-1.9,1.4,-6.02,2.03,-1.43,2,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0591111,5.771694444,11.457382,0.7251138,34.09261,1350.5979,0.000385335,"Not Bleached"
"103.40.706E.4.48.456N","Fresh Water Bay, Tenggol","Pacific","Malaysia","Terengganu","Tenggol Island","2007","10-Apr-07",6,"Bleaching (% of population)",5,5,5,5,FALSE,5,303.2,300.82,301.78,296.85,305.52,1.31,2,-1.79,0.93,0,-3.79,3,8,6.25,32,6,3.44,3.52,19.54,2.35,-2.38,1.31,-6.34,2.31,-1.41,3,2.07,10,1,0,1.4,13.65,0.38,"ERG049",503,0.01530303,103.6784444,4.807611111,7.428502,0.8678271,34.226383,1281.1409,0.000383554,"Bleached"
"103.48.32E.10.21.33N","PQO02","Pacific","Vietnam","Kiengiang","Phuquoc","2006","16-May-06",5.5,"Bleaching (% of population)",0,0,0,0,FALSE,0,302.9,302.09,302.35,298.7,307.02,1.14,4,-1.54,0.91,0,-3.09,3.42,14,5.59,27,6,0,3.8,27.99,2.3,-1.6,1.14,-4.98,3.32,-1.33,0,2.5,11,1,0,2.01,16.35,0.62,"ERG050",417,0.020555555,103.8088889,10.35916667,11.541173,0.76581097,35.176296,1425.6505,0.00038216,"Not Bleached"
"103.48.46E.10.22.22N","PQO01","Pacific","Vietnam","Kiengiang","Phuquoc","2006","16-May-06",5.7,"Bleaching (% of population)",0,0,0,0,FALSE,0,302.9,303.28,302.39,298.58,307.19,1.15,4,-0.36,0.92,0,-3.4,3.57,14,5.78,29,6,2.23,3.53,21.79,2.31,-0.44,1.15,-5.13,3.47,-1.32,1,2.16,9,1,1.01,1.91,16.02,0.55,"ERG050",417,0.020555555,103.8127778,10.37277778,11.541173,0.76581097,34.27464,1425.6505,0.00038216,"Not Bleached"
"103.5.12.2E.11.3.7.3N","Koh Krosa Khnong","Indian","Cambodia","Koh Kong","","2003","26-Feb-03",4.5,"Bleaching (% of population)",50,0,0,0,FALSE,12.5,262.15,303.1,302.424,299.032,306.942,1.146,3,0.93,0.932,0,-3.264,3.38,5.2,5.898,27.2,6.4,6.152,4.108,25.366,2.394,-0.612,1.146,-4.672,3.224,-1.278,0,2.196,9.8,1,0,1.692,15.038,0.488,"ERG050",417,0.019065656,103.0867222,11.05202778,9.032618,0.038204942,35.22477,1161.7848,0.000374484,"Bleached"
"103.50.31E.10.19.21N","PQO03","Pacific","Vietnam","Kiengiang","Phuquoc","2006","16-May-06",2.5,"Bleaching (% of population)",0,0,0,0,FALSE,0,302.83,302.53,302.26,298.23,306.5,1.14,4,-1.1,0.88,0,-3.52,2.9,7,6.16,30,6,1.06,3.6,22.76,2.18,-1.16,1.14,-5.46,2.8,-1.42,0,1.75,7,1,0,1.51,14.44,0.41,"ERG050",417,0.020555555,103.8419444,10.3225,11.541173,0.76581097,33.824028,1425.6505,0.00038216,"Not Bleached"
"103.50.31E.10.19.21N","PQO03","Pacific","Vietnam","Kiengiang","Phuquoc","2006","16-May-06",5.5,"Bleaching (% of population)",0,0,0,0,FALSE,0,302.83,302.53,302.26,298.23,306.5,1.14,4,-1.1,0.88,0,-3.52,2.9,7,6.16,30,6,1.06,3.6,22.76,2.18,-1.16,1.14,-5.46,2.8,-1.42,0,1.75,7,1,0,1.51,14.44,0.41,"ERG050",417,0.020555555,103.8419444,10.3225,11.541173,0.76581097,35.18007,1425.6505,0.00038216,"Not Bleached"
"103.51.46E.10.17.56N","PQO04","Pacific","Vietnam","Kiengiang","Phuquoc","2006","15-May-06",2.5,"Bleaching (% of population)",0,0,0,0,FALSE,0,302.83,302.53,302.26,298.23,306.5,1.14,4,-1.1,0.88,0,-3.52,2.9,7,6.16,30,6,1.06,3.6,22.76,2.18,-1.16,1.14,-5.46,2.8,-1.42,0,1.75,7,1,0,1.51,14.44,0.41,"ERG050",417,0.020555555,103.8627778,10.29888889,9.358684,0.80112576,34.476315,1432.7809,0.00038216,"Not Bleached"
"103.51.46E.10.17.56N","PQO04","Pacific","Vietnam","Kiengiang","Phuquoc","2006","15-May-06",6,"Bleaching (% of population)",0,0,0,0,FALSE,0,302.83,302.53,302.26,298.23,306.5,1.14,4,-1.1,0.88,0,-3.52,2.9,7,6.16,30,6,1.06,3.6,22.76,2.18,-1.16,1.14,-5.46,2.8,-1.42,0,1.75,7,1,0,1.51,14.44,0.41,"ERG050",417,0.020555555,103.8627778,10.29888889,9.358684,0.80112576,33.903297,1432.7809,0.00038216,"Not Bleached"
